0;na
1;3D-COFORM consortium
2;3D ICONS
3;Across Limits
4;APEnet
5;Archives départementales de la Gironde
6;Archives Portal Europe
7;Arts Council Norway
8;Arxiu Comarcal del Baix Empordà
9;Arxiu Comarcal del Montsià
10;Arxiu Comarcal del Pallars Jussa
11;Arxiu Comarcal del Pallars Jussà
12;Arxiu Comarcal del Pallars Jussà.
13;Arxiu Comarcal del Pla de l'Estany / Biblioteca Comarcal del Pla de l'Estany
14;Arxiu Comarcal del Ripollès
15;Arxiu Històric de Girona
16;Arxiu Municipal de Santa Perpètua de Mogoda
17;Arxiu Municipal de Santa Perpètua de Mogoda (AMSPM)
18;ASSETS
19;Associació de Mestres Rosa Sensat
20;Ateneu Barcelonès
21;Athena
22;AthenaPlus
23;Békés Megyei Tudásház es Könyvtár, HU
24;BHL Europe
25;Biblioteca Academiei Române
26;Biblioteca de Catalunya
27;Biblioteca de Comerç i Turisme de la Generalitat de Catalunya
28;Biblioteca de l'Esport de la Generalitat de Catalunya
29;Biblioteca de l'Orfeó Català
30;Biblioteca Fages de Climent, Figueres
31;Biblioteca Horta-Can Mariner
32;Biblioteca Lambert Mata
33;Biblioteca Marcel·lí Domingo (Tortosa)
34;Biblioteca Marquès d'Olivart de les Borges Blanques
35;Biblioteca Municipal del Pont de Suert
36;Biblioteca Museu Víctor Balaguer
37;Biblioteca Nazionale Centrale di Firenze
38;Biblioteca Nou Barris
39;Biblioteca Patrimonial Digital
40;Biblioteca Pública Episcopal del Seminari de Barcelona
41;Biblioteca Sant Pau i Santa creu
42;Biblioteca Virtual Miguel de Cervantes
43;Bibliothèque nationale de France
44;Bibliothèques Virtuelles Humanistes
45;Biodiversity Heritage Library
46;Bulgariana
47;Byzantine Cyprus
48;CARARE
49;Casa Àsia, Museu de la Música
50;Centre de Documentació de l'Orfeó Català
51;Centre de Documentació i Museu Tèxtil
52;Centre de Lectura de Reus
53;Centre de Promoció de la Cultura Popular i Tradicional Catalana
54;Centre Excursionista de Catalunya
55;Centre Excursionista de Catalunya (CEC)
56;Cité de la musique
57;Citeu la font de la següent forma: Fem memòria dels oficis
58;Collections Trust
59;Consorci de Serveis Universitaris de Catalunya. Àrea de Biblioteques, Documentació i Informació
60;CultureGrid
61;Cyprus Library
62;Cyprus Ministry of Education and Culture
63;Daguerreobase
64;DASI - Digital Archive for the Study of pre-Islamic Arabian Inscriptions
65;Department of Information Management, Hacettepe University
66;Deutsche Digitale Bibliothek
67;Digiphil
68;Digital Archive DIGAR / Digitaalarhiiv DIGAR
69;Digitale Collectie
70;Digitising Contemporary Art
71;Diplomatic Documents of Switzerland, dodis.ch
72;Diputació de Barcelona
73;DISMARC
74;DIZI
75;DK-National Aggregation Service
76;DM2E
77;EAGLE
78;ECLAP, e-library for Performing Arts
79;EFG - The European Film Gateway
80;Erfgoedplus.be
81;eSbírky
82;EUInsideDA
83;Europeana
84;Europeana 1914-1918
85;Europeana 1989
86;Europeana 280
87;EuropeanaConnect - EOD
88;Europeana development
89;Europeana Fashion
90;Europeana Food and Drink
91;Europeana Foundation
92;Europeana Inside Sweden
93;Europeana Local
94;EuropeanaLocal Austria
